"","National.Provider.Indentification","Plan.Name","Standardized.Add.1","Standardized.City","Standardized.State","Standardized.County.Name","Standardized.ZIP","License.Number","Medicaid.Provider.Identification.No","Provider.Primary.Specialty","Phone.Number"
"7757",1306901913,"Excellus Health Plan, Inc./Univera Healthcare","1000 ELMWOOD AVE","ROCHESTER","NY","Monroe",14620,NA,355317,"PRIVATE PSYCH & ASA INPATIENT",2712520
"7759",1306901913,"Excellus Health Plan, Inc.","1000 ELMWOOD AVE","ROCHESTER","NY","Monroe",14620,"2701223R",355317,"PHYSICAL THERAPY",2712520
"7761",1306901913,"Excellus Health Plan, Inc./Univera Healthcare","1000 ELMWOOD AVE","ROCHESTER","NY","Monroe",14620,"2701223R",355317,"PHYSICAL THERAPY",2712520
"7763",1306901913,"MVP Health Plan, Inc.","1000 ELMWOOD AVE","ROCHESTER","NY","Monroe",14620,"2701223R",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",2712520
"7764",1306901913,"MVP Health Plan, Inc.","1000 ELMWOOD AVE","ROCHESTER","NY","Monroe",14620,NA,3000511,"MH OUTPATIENT (NON-RESIDENTIAL)",2712520
"7766",1306901913,"MVP Health Plan, Inc.","1000 ELMWOOD AVE","ROCHESTER","NY","Monroe",14620,NA,355317,"OPERATING ROOM (ORDERED AMBULATORY)",2711894
"7767",1306901913,"MVP Health Plan, Inc.","360 EAST AVE","ROCHESTER","NY","Monroe",14604,"2701223R",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",3255100
"7769",1306901913,"MVP Health Plan, Inc.","360 EAST AVE","ROCHESTER","NY","Monroe",14604,"6086100B",355317,"MH OUTPATIENT (NON-RESIDENTIAL)",2712520
"7770",1306901913,"Excellus Health Plan, Inc./Univera Healthcare","360 EAST AVE","ROCHESTER","NY","Monroe",14604,NA,355317,"HCBS PSYCHOSOCIAL REHAB",2712520
"7771",1306901913,"Excellus Health Plan, Inc.","360 EAST AVE","ROCHESTER","NY","Monroe",14604,NA,355317,"HCBS PSYCHOSOCIAL REHAB",2712520
"7774",1306901913,"MVP Health Plan, Inc.","975 ELMWOOD AVE","ROCHESTER","NY","Monroe",14620,"2701223R",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",2563430
"7776",1306901913,"MVP Health Plan, Inc.","975 ELMWOOD AVE","ROCHESTER","NY","Monroe",14620,"6086001A",3000511,"MH OUTPATIENT (NON-RESIDENTIAL)",2563430
"7777",1306901913,"Excellus Health Plan, Inc.","975 ELMWOOD AVE","ROCHESTER","NY","Monroe",14620,NA,355317,"HCBS PSYCHOSOCIAL REHAB",2563438
"7778",1306901913,"Excellus Health Plan, Inc./Univera Healthcare","975 ELMWOOD AVE","ROCHESTER","NY","Monroe",14620,NA,355317,"HCBS PSYCHOSOCIAL REHAB",2563438
"7781",1306901913,"Excellus Health Plan, Inc.","COMMUNITY HLTH NETWORK","ROCHESTER","NY","Monroe",14620,NA,355317,"PRIVATE PSYCH & ASA INPATIENT",2712520
"7782",1306901913,"Excellus Health Plan, Inc./Univera Healthcare","COMMUNITY HLTH NETWORK","ROCHESTER","NY","Monroe",14620,NA,355317,"PRIVATE PSYCH & ASA INPATIENT",2712520
"7785",1306903158,"Excellus Health Plan, Inc./Univera Healthcare","40 CENTRE DR","ORCHARD PARK","NY","Erie",14127,NA,NA,"PHARMACY",4992168
"7786",1306903158,"Excellus Health Plan, Inc.","40 CENTRE DR","ORCHARD PARK","NY","Erie",14127,NA,NA,"PHARMACY",4992168
"7787",1306903158,"MVP Health Plan, Inc.","40 CENTRE DR","ORCHARD PARK","NY","Erie",14127,"00023326",2395206,"PHARMACY",4992168
"7793",1306903158,"HealthNow of New York, Inc","40 CENTRE DR","ORCHARD PARK","NY","Erie",14127,NA,NA,"PHARMACY",4992168
"7799",1306903158,"HealthNow of New York, Inc: Medicaid","40 CENTRE DR","ORCHARD PARK","NY","Erie",14127,NA,2395206,"PHARMACY",4992168
"7800",1306903158,"HealthNow of New York, Inc: Medicaid","40 CENTRE DR","ORCHARD PARK","NY","Erie",14127,NA,2395206,"OTHER",6677500
"7801",1306903158,"HealthNow of New York, Inc","DBA OPTIONCARE 40 CENTRE DR","ORCHARD PARK","NY","Erie",14127,"99999999",1760012,"DURABLE MEDICAL EQUIPMENT",6677500
"7802",1306903935,"Excellus Health Plan, Inc.","44 GENESEE ST","NEW HARTFORD","NY","Oneida",13413,NA,99999999,"DURABLE MEDICAL EQUIPMENT",7321615
"7804",1306903935,"HealthNow of New York, Inc","44 GENESEE ST","NEW HARTFORD","NY","Oneida",13413,NA,2522663,"PHARMACY",7321615
"7805",1306903935,"MVP Health Plan, Inc.","44 GENESEE ST","NEW HARTFORD","NY","Oneida",13413,"00026090",2522663,"PHARMACY",7321615
"7806",1306903935,"Excellus Health Plan, Inc./Univera Healthcare","44 GENESEE ST","NEW HARTFORD","NY","Oneida",13413,NA,2522663,"PHARMACY",7321615
"7810",1306903935,"Excellus Health Plan, Inc.","44 GENESEE ST","NEW HARTFORD","NY","Oneida",13413,NA,2522663,"PHARMACY",7321615
"7820",1306912076,"Excellus Health Plan, Inc.","53 W MAIN ST","VICTOR","NY","Ontario",14564,NA,99999999,"DURABLE MEDICAL EQUIPMENT",9247970
"7821",1306912076,"Excellus Health Plan, Inc./Univera Healthcare","53 W MAIN ST","VICTOR","NY","Ontario",14564,NA,99999999,"DURABLE MEDICAL EQUIPMENT",9247970
"7824",1306912076,"Excellus Health Plan, Inc./Univera Healthcare","53 W MAIN ST","VICTOR","NY","Ontario",14564,NA,2323724,"PHARMACY",9247970
"7826",1306912076,"Excellus Health Plan, Inc.","53 W MAIN ST","VICTOR","NY","Ontario",14564,NA,2323724,"PHARMACY",9247970
"7828",1306912076,"MVP Health Plan, Inc.","53 W MAIN ST","VICTOR","NY","Ontario",14564,"00025452",2323724,"PHARMACY",9247970
"7836",1306912076,"HealthNow of New York, Inc","53 W MAIN ST","VICTOR","NY","Ontario",14564,NA,2323724,"PHARMACY",9247970
"7839",1306930318,"Excellus Health Plan, Inc.","7571 STATE ROUTE 54","BATH","NY","Steuben",14810,"5022000H",332816,"GENERAL HOSPITAL (ARTICLE 28)",7768500
"7840",1306930318,"MVP Health Plan, Inc.","7571 STATE ROUTE 54","BATH","NY","Steuben",14810,"5022000H",0,"GENERAL HOSPITAL (ARTICLE 28)",7768500
"7841",1306930318,"Excellus Health Plan, Inc./Univera Healthcare","7571 STATE ROUTE 54","BATH","NY","Steuben",14810,"5022000H",332816,"GENERAL HOSPITAL (ARTICLE 28)",7768500
"7844",1306940150,"Excellus Health Plan, Inc.","415 N UNION ST","OLEAN","NY","Cattaraugus",14760,NA,623267,"PHARMACY",3725881
"7848",1306940150,"Excellus Health Plan, Inc./Univera Healthcare","415 N UNION ST","OLEAN","NY","Cattaraugus",14760,NA,623267,"PHARMACY",3725881
"7854",1306940150,"MVP Health Plan, Inc.","415 N UNION ST","OLEAN","NY","Cattaraugus",14760,"00012584",623267,"PHARMACY",3725881
"7856",1306940150,"HealthNow of New York, Inc","415 N UNION ST","OLEAN","NY","Cattaraugus",14760,NA,623267,"PHARMACY",3725881
"7858",1306940150,"HealthNow of New York, Inc: Medicaid","415 N UNION ST","OLEAN","NY","Cattaraugus",14760,NA,623267,"PHARMACY",3725881
"7859",1306941117,"Excellus Health Plan, Inc.","1130 CORPORATE DR","AUBURN","NY","Cayuga",13021,"0501501F",99999999,"HOSPICE CARE",2552733
"7861",1306941117,"Excellus Health Plan, Inc./Univera Healthcare","1130 CORPORATE DR","AUBURN","NY","Cayuga",13021,"0501501F",99999999,"HOSPICE CARE",2552733
"7862",1306941117,"HealthNow of New York, Inc","1130 CORPORATE DR","AUBURN","NY","Cayuga",13021,"0501501F",1073812,"HOSPICE CARE",2552733
"7863",1306941117,"MVP Health Plan, Inc.","1130 CORPORATE DR","AUBURN","NY","Cayuga",13021,"0501501F",0,"HOSPICE CARE",2552733
"7866",1306941752,"Excellus Health Plan, Inc.","480 GENESEE ST","ROCHESTER","NY","Monroe",14611,"2701220R",99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",4363040
"7867",1306941752,"Excellus Health Plan, Inc./Univera Healthcare","480 GENESEE ST","ROCHESTER","NY","Monroe",14611,"2701220R",99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",4363040
"7870",1306945662,"HealthNow of New York, Inc","3649 ERIE BLVD E","SYRACUSE","NY","Onondaga",13214,NA,482742,"PHARMACY",4451356
"7871",1306945662,"Excellus Health Plan, Inc.","3649 ERIE BLVD E","SYRACUSE","NY","Onondaga",13214,NA,482742,"PHARMACY",4451356
"7872",1306945662,"Excellus Health Plan, Inc./Univera Healthcare","3649 ERIE BLVD E","SYRACUSE","NY","Onondaga",13214,NA,482742,"PHARMACY",4451356
"7874",1306945662,"MVP Health Plan, Inc.","3649 ERIE BLVD E","SYRACUSE","NY","Onondaga",13214,"00023883",482742,"PHARMACY",4451356
"7884",1306949144,"MVP Health Plan, Inc.","20 VILLAGE PLZ","DANSVILLE","NY","Livingston",14437,"00020489",464246,"PHARMACY",3358292
"7885",1306949144,"HealthNow of New York, Inc","225 MAIN ST","DANSVILLE","NY","Livingston",14437,NA,464246,"PHARMACY",3358292
"7886",1306949144,"Excellus Health Plan, Inc./Univera Healthcare","225 MAIN ST","DANSVILLE","NY","Livingston",14437,NA,464246,"PHARMACY",3358292
"7887",1306949144,"Excellus Health Plan, Inc.","225 MAIN ST","DANSVILLE","NY","Livingston",14437,NA,464246,"PHARMACY",3358292
"7888",1306949144,"HealthNow of New York, Inc: Medicaid","225 MAIN ST","DANSVILLE","NY","Livingston",14437,NA,464246,"PHARMACY",3358292
"7899",1306955786,"HealthNow of New York, Inc: Medicaid","605 TITUS AVE","ROCHESTER","NY","Monroe",14617,NA,1909824,"DURABLE MEDICAL EQUIPMENT",5447280
"7900",1306955786,"HealthNow of New York, Inc","605 TITUS AVE","ROCHESTER","NY","Monroe",14617,"99999999",88888888,"DURABLE MEDICAL EQUIPMENT",5447280
"7901",1306955786,"Excellus Health Plan, Inc./Univera Healthcare","605 TITUS AVE","ROCHESTER","NY","Monroe",14617,NA,1909824,"PHARMACY",5447280
"7903",1306955786,"MVP Health Plan, Inc.","605 TITUS AVE","ROCHESTER","NY","Monroe",14617,"00024137",1909824,"PHARMACY",5447280
"7905",1306955786,"Excellus Health Plan, Inc.","605 TITUS AVE","ROCHESTER","NY","Monroe",14617,NA,1909824,"PHARMACY",5447280
"7910",1306955786,"HealthNow of New York, Inc","605 TITUS AVE","ROCHESTER","NY","Monroe",14617,NA,1909824,"PHARMACY",5447280
"7915",1306974290,"Excellus Health Plan, Inc.","131 OXFORD RD","NEW HARTFORD","NY","Oneida",13413,"9623L001",1646015,"HOME CARE - HOME HEALTH AIDE",7375580
"7917",1306974290,"Excellus Health Plan, Inc./Univera Healthcare","131 OXFORD RD","NEW HARTFORD","NY","Oneida",13413,"9623L001",1646015,"HOME CARE - HOME HEALTH AIDE",7375580
"7919",1306996392,"HealthNow of New York, Inc: Medicaid","3959 N BUFFALO ST","ORCHARD PARK","NY","Erie",14127,NA,99999999,"HEARING SERVICES (ORDERED AMBULATORY)",6628102
"7920",1306996392,"HealthNow of New York, Inc: Medicaid","505 FOOTE AVE","JAMESTOWN","NY","Chautauqua",14701,NA,99999999,"HEARING SERVICES (ORDERED AMBULATORY)",4847399
"7921",1306996392,"HealthNow of New York, Inc: Medicaid","860 CENTRAL AVE","DUNKIRK","NY","Chautauqua",14048,NA,99999999,"HEARING SERVICES (ORDERED AMBULATORY)",3661188
"7922",1316013667,"Excellus Health Plan, Inc./Univera Healthcare","3385 BRIGHTON HENRIETTA TOWN LINE RD","ROCHESTER","NY","Monroe",14623,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4735950
"7923",1316013667,"Excellus Health Plan, Inc.","3385 BRIGHTON HENRIETTA TOWN LINE RD","ROCHESTER","NY","Monroe",14623,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4735950
"7924",1316013667,"MVP Health Plan, Inc.","3385 BRIGHTON HENRIETTA TOWN LINE RD","ROCHESTER","NY","Monroe",14623,"00000000",0,"DURABLE MEDICAL EQUIPMENT",4735950
"7927",1316013667,"MVP Health Plan, Inc.","3385 BRIGHTON HENRIETTA TOWN LINE RD","ROCHESTER","NY","Monroe",14623,NA,2350998,"ORTHOPEDIC - CLINIC SPECIALTY",4735950
"7928",1316014491,"HealthNow of New York, Inc: Medicaid","2099 NIAGARA FALLS BLVD","BUFFALO","NY","Erie",14228,NA,99999999,"EMERGENCY MEDICINE",5642273
"7929",1316014491,"HealthNow of New York, Inc","2099 NIAGARA FALLS BLVD","BUFFALO","NY","Erie",14228,"99999999",99999999,"URGENT CARE",5642273
"7930",1316014491,"HealthNow of New York, Inc: Medicaid","2497 DELAWARE AVE","BUFFALO","NY","Erie",14216,NA,99999999,"EMERGENCY MEDICINE",8742273
"7931",1316014491,"HealthNow of New York, Inc","2497 DELAWARE AVE","BUFFALO","NY","Erie",14216,"99999999",99999999,"URGENT CARE",8742273
"7932",1316014491,"MVP Health Plan, Inc.","2497 DELAWARE AVE","BUFFALO","NY","Erie",14216,"00000000",0,"URGENT CARE",8742273
"7933",1316014491,"HealthNow of New York, Inc: Medicaid","3050 ORCHARD PARK RD","BUFFALO","NY","Erie",14224,NA,99999999,"EMERGENCY MEDICINE",6753700
"7934",1316014491,"HealthNow of New York, Inc","3050 ORCHARD PARK RD","BUFFALO","NY","Erie",14224,"99999999",99999999,"URGENT CARE",6753700
"7935",1316014491,"HealthNow of New York, Inc: Medicaid","5014 TRANSIT RD","DEPEW","NY","Erie",14043,NA,99999999,"EMERGENCY MEDICINE",6842273
"7936",1316014491,"HealthNow of New York, Inc","5014 TRANSIT RD","DEPEW","NY","Erie",14043,"99999999",99999999,"URGENT CARE",6842273
"7937",1316014491,"HealthNow of New York, Inc: Medicaid","7616 TRANSIT RD","BUFFALO","NY","Erie",14221,NA,99999999,"EMERGENCY MEDICINE",2042273
"7938",1316014491,"HealthNow of New York, Inc","7616 TRANSIT RD","BUFFALO","NY","Erie",14221,"99999999",1617481,"URGENT CARE",2042273
"7939",1316014491,"HealthNow of New York, Inc: Medicaid","7616 TRANSIT RD","BUFFALO","NY","Erie",14221,NA,99999999,"OTHER",2042273
"7940",1316025737,"MVP Health Plan, Inc.","72 CHAMPLAIN ST","ROUSES POINT","NY","Clinton",12979,"00027129",2640251,"PHARMACY",2973784
"7941",1316025737,"Excellus Health Plan, Inc.","72 CHAMPLAIN ST","ROUSES POINT","NY","Clinton",12979,NA,99999999,"PHARMACY",2973784
"7942",1316025737,"Excellus Health Plan, Inc.","72 CHAMPLAIN ST","ROUSES POINT","NY","Clinton",12979,NA,2640251,"PHARMACY",2973784
"7943",1316025737,"Excellus Health Plan, Inc./Univera Healthcare","72 CHAMPLAIN ST","ROUSES POINT","NY","Clinton",12979,NA,99999999,"PHARMACY",2973784
"7944",1316025737,"Excellus Health Plan, Inc./Univera Healthcare","72 CHAMPLAIN ST","ROUSES POINT","NY","Clinton",12979,NA,2640251,"PHARMACY",2973784
"7950",1316025737,"HealthNow of New York, Inc","72 CHAMPLAIN ST","ROUSES POINT","NY","Clinton",12979,NA,2640251,"PHARMACY",2973784
"7958",1316035744,"MVP Health Plan, Inc.","1250 UPPER FRONT ST","BINGHAMTON","NY","Broome",13901,"00023850",578432,"PHARMACY",7238291
"7959",1316035744,"Excellus Health Plan, Inc.","UPPER FRONT ST","BINGHAMTON","NY","Broome",13901,NA,578432,"PHARMACY",7238291
"7962",1316035744,"Excellus Health Plan, Inc./Univera Healthcare","UPPER FRONT ST","BINGHAMTON","NY","Broome",13901,NA,578432,"PHARMACY",7238291
"7967",1316035744,"HealthNow of New York, Inc","UPPER FRONT ST","BINGHAMTON","NY","Broome",13901,NA,578432,"PHARMACY",7238291
"7972",1316046113,"Excellus Health Plan, Inc./Univera Healthcare","7266 BUCKLEY RD","SYRACUSE","NY","Onondaga",13212,NA,1663703,"PRIVATE PSYCH & ASA INPATIENT",4580919
"7973",1316046113,"Excellus Health Plan, Inc.","7266 BUCKLEY RD","SYRACUSE","NY","Onondaga",13212,NA,1663703,"PRIVATE PSYCH & ASA INPATIENT",4580919
"7976",1316046113,"MVP Health Plan, Inc.","7266 BUCKLEY RD","SYRACUSE","NY","Onondaga",13212,"15111098",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",4580919
"7977",1316046113,"MVP Health Plan, Inc.","7266 BUCKLEY RD","SYRACUSE","NY","Onondaga",13212,"17111098",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",4580919
"7978",1316048127,"HealthNow of New York, Inc","91 EASTERN BLVD","CANANDAIGUA","NY","Ontario",14424,NA,1129193,"PHARMACY",3942987
"7979",1316048127,"Excellus Health Plan, Inc./Univera Healthcare","91 EASTERN BLVD","CANANDAIGUA","NY","Ontario",14424,NA,1129193,"PHARMACY",3942987
"7981",1316048127,"Excellus Health Plan, Inc.","91 EASTERN BLVD","CANANDAIGUA","NY","Ontario",14424,NA,1129193,"PHARMACY",3942987
"7985",1316048127,"MVP Health Plan, Inc.","91 EASTERN BLVD","CANANDAIGUA","NY","Ontario",14424,"00023860",1129193,"PHARMACY",3942987
"7993",1316083934,"HealthNow of New York, Inc: Medicaid","140 W MAIN ST","CUBA","NY","Allegany",14727,NA,618180,"ALCOHOLISM/SUBSTANCE ABUSE INPATIENT",9681482
"7994",1316083934,"HealthNow of New York, Inc: Medicaid","2956 AIRWAY RD","WELLSVILLE","NY","Allegany",14895,NA,618180,"ALCOHOLISM/SUBSTANCE ABUSE INPATIENT",5936738
"7995",1316083934,"HealthNow of New York, Inc","2956 AIRWAY RD","WELLSVILLE","NY","Allegany",14895,"99999999",618180,"OMH PSYCH CTR/OASAS ASA INPATIENT",5936738
"7996",1316083934,"MVP Health Plan, Inc.","2956 AIRWAY RD","WELLSVILLE","NY","Allegany",14895,"16101065",99999999,"PRIVATE PSYCH & ASA INPATIENT",5936738
"7997",1316083934,"Excellus Health Plan, Inc.","2956 AIRWAY RD","WELLSVILLE","NY","Allegany",14895,"16101065",618180,"PRIVATE PSYCH & ASA INPATIENT",5936738
"7999",1316083934,"Excellus Health Plan, Inc./Univera Healthcare","2956 AIRWAY RD","WELLSVILLE","NY","Allegany",14895,"16101065",618180,"PRIVATE PSYCH & ASA INPATIENT",5936738
"8002",1316083934,"Excellus Health Plan, Inc.","31 WATER ST","CUBA","NY","Allegany",14727,"16101065",618180,"PRIVATE PSYCH & ASA INPATIENT",9681482
"8003",1316083934,"Excellus Health Plan, Inc./Univera Healthcare","31 WATER ST","CUBA","NY","Allegany",14727,"16101065",618180,"PRIVATE PSYCH & ASA INPATIENT",9681482
"8006",1316083934,"HealthNow of New York, Inc","40 W MAIN ST","CUBA","NY","Allegany",14727,"99999999",618180,"OMH PSYCH CTR/OASAS ASA INPATIENT",9681482
"8007",1316083934,"MVP Health Plan, Inc.","40 W MAIN ST","CUBA","NY","Allegany",14727,"16101065",99999999,"PRIVATE PSYCH & ASA INPATIENT",9681482
"8008",1316083934,"MVP Health Plan, Inc.","40 W MAIN ST","CUBA","NY","Allegany",14727,"12101065",99999999,"PRIVATE PSYCH & ASA INPATIENT",9681482
"8011",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","10150 GREINER RD","CLARENCE","NY","Erie",14031,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8354011
"8013",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","1487 MAIN ST","BUFFALO","NY","Erie",14209,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8812405
"8015",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","1657 KENSINGTON AVE","BUFFALO","NY","Erie",14215,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8354011
"8017",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","1901 SWEET HOME RD","BUFFALO","NY","Erie",14228,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8354011
"8019",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","21 LOWELL PL","BUFFALO","NY","Erie",14213,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8354011
"8021",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","25 E MAIN ST","SPRINGVILLE","NY","Erie",14141,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8354011
"8023",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","25 HOPKINS RD","BUFFALO","NY","Erie",14221,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8354011
"8025",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","301 CAYUGA RD","BUFFALO","NY","Erie",14225,NA,357855,"CLINICAL SOCIAL WORKER",8354011
"8027",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","3350 MAIN ST","BUFFALO","NY","Erie",14214,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8354011
"8029",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","34 S CANAL ST","OXFORD","NY","Chenango",13830,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8436984
"8031",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","430 NIAGARA ST","BUFFALO","NY","Erie",14201,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8531335
"8033",1316099146,"HealthNow of New York, Inc: Medicaid","430 NIAGARA ST","BUFFALO","NY","Erie",14201,NA,3002288,"MH OUTPATIENT (NON-RESIDENTIAL)",8531335
"8034",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","46 MAIN ST","HAMBURG","NY","Erie",14075,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",6464991
"8036",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","556 FRANKLIN ST","BUFFALO","NY","Erie",14202,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8865437
"8038",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","600 FLETCHER ST","TONAWANDA","NY","Erie",14150,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8354011
"8040",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","80 CLINTON ST","TONAWANDA","NY","Erie",14150,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",6956172
"8042",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","820 NORTHAMPTON ST","BUFFALO","NY","Erie",14211,NA,357855,"CLINICAL SOCIAL WORKER",8354011
"8044",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","9625 MAIN ST","CLARENCE","NY","Erie",14031,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8354011
"8046",1316099146,"Excellus Health Plan, Inc./Univera Healthcare","W SIDE BR","BUFFALO","NY","Erie",14201,NA,357855,"GENERAL HOSPITAL (ARTICLE 28)",8531335
"8048",1316127996,"Excellus Health Plan, Inc.","64 MAIN ST","CORTLAND","NY","Cortland",13045,NA,99999999,"DURABLE MEDICAL EQUIPMENT",7538266
"8049",1316127996,"Excellus Health Plan, Inc./Univera Healthcare","64 MAIN ST","CORTLAND","NY","Cortland",13045,NA,99999999,"DURABLE MEDICAL EQUIPMENT",7538266
"8052",1316127996,"Excellus Health Plan, Inc./Univera Healthcare","903 N MAIN ST","SYRACUSE","NY","Onondaga",13212,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4521600
"8054",1316127996,"Excellus Health Plan, Inc.","903 N MAIN ST","SYRACUSE","NY","Onondaga",13212,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4521600
"8059",1316254857,"HealthNow of New York, Inc: Medicaid","6060 ARMOR DUELLS RD","ORCHARD PARK","NY","Erie",14127,NA,99999999,"RADIOLOGY",3883300
"8060",1316254857,"HealthNow of New York, Inc","6060 ARMOR DUELLS RD","ORCHARD PARK","NY","Erie",14127,"99999999",99999999,"DIAGNOSTIC RADIOLOGY",3883300
"8061",1316335284,"MVP Health Plan, Inc.","1 WASHINGTON ST","CATTARAUGUS","NY","Cattaraugus",14719,"00033273",4131297,"PHARMACY",2573741
"8062",1316335284,"HealthNow of New York, Inc","1 WASHINGTON ST","CATTARAUGUS","NY","Cattaraugus",14719,NA,4131297,"PHARMACY",2573741
"8063",1316335284,"Excellus Health Plan, Inc./Univera Healthcare","1 WASHINGTON ST","CATTARAUGUS","NY","Cattaraugus",14719,NA,4131297,"PHARMACY",2573741
"8065",1316335284,"HealthNow of New York, Inc: Medicaid","1 WASHINGTON ST","CATTARAUGUS","NY","Cattaraugus",14719,NA,4131297,"PHARMACY",2573741
"8068",1316335284,"Excellus Health Plan, Inc.","1 WASHINGTON ST","CATTARAUGUS","NY","Cattaraugus",14719,NA,4131297,"PHARMACY",2573741
"8076",1316361298,"HealthNow of New York, Inc","168 W MAIN ST","SPRINGVILLE","NY","Erie",14141,"1427303N",475214,"INSTITUTIONAL LTC",5924781
"8077",1316361298,"HealthNow of New York, Inc: Medicaid","168 W MAIN ST","SPRINGVILLE","NY","Erie",14141,NA,475214,"NURSING HOME CARE SHORT TERM REHAB",5924781
"8078",1316361298,"HealthNow of New York, Inc","168 W MAIN ST","SPRINGVILLE","NY","Erie",14141,"1427303N",475214,"NURSING HOME CARE SHORT TERM REHAB",5924781
